0.0,-1.959,-1.318,-13.675,6.069,-0.686,-1.946,19.704,5.618,0.0,2.138,-2.364,7.62,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-1.859,-1.325,-13.094,6.163,2.719,-1.942,20.265,5.614,0.0,2.139,-1.602,7.62,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-1.759,-1.309,-12.467,6.477,3.414,-1.938,20.827,5.614,-0.024,2.14,-0.841,7.626,0.11,0.0,0.0,0.0,0.0,1.0
0.0,-1.659,-1.27,-11.798,6.785,2.609,-1.934,21.388,5.611,-0.049,2.141,-0.077,7.632,0.037,0.0,0.0,0.0,0.0,1.0
0.0,-1.559,-1.21,-11.09,6.925,0.046,-1.93,21.949,5.605,-0.027,2.142,0.692,7.584,-0.777,0.0,0.0,0.0,0.0,1.0
0.0,-1.459,-1.126,-10.389,6.904,-1.018,-1.926,22.509,5.605,0.0,2.149,1.456,7.419,-2.377,0.0,0.0,0.0,0.0,1.0
0.0,-1.359,-1.056,-9.71,6.876,0.143,-1.922,23.07,5.605,0.0,2.142,2.189,7.087,-3.414,0.0,0.0,0.0,0.0,1.0
0.0,-1.259,-0.989,-9.032,6.959,1.725,-1.918,23.63,5.605,0.0,2.109,2.873,6.626,-3.414,0.0,0.0,0.0,0.0,1.0
0.0,-1.159,-0.918,-8.328,7.105,1.646,-1.914,24.191,5.605,0.0,2.074,3.519,6.227,-3.414,1.592,-23.576,5.803,0.0,1.0
0.0,-1.059,-0.843,-7.602,7.206,0.454,-1.91,24.751,5.605,0.0,2.046,4.102,6.081,0.201,1.586,-23.005,5.803,0.0,1.0
0.0,-0.959,-0.761,-6.872,7.221,-0.463,-1.906,25.312,5.605,0.0,2.04,4.691,6.264,3.414,1.58,-22.433,5.803,0.0,1.0
0.0,-0.859,-0.685,-6.152,7.184,-0.408,-1.902,25.872,5.605,0.0,2.033,5.342,6.706,3.414,1.573,-21.861,5.803,0.0,1.0
0.0,-0.759,-0.608,-5.439,7.157,-0.006,-1.898,26.433,5.605,0.0,2.018,6.034,7.172,3.414,1.566,-21.241,5.803,0.0,1.0
0.0,-0.659,-0.531,-4.723,7.16,0.052,-1.894,26.993,5.605,0.0,2.026,6.776,7.486,2.097,1.559,-20.669,5.803,-0.792,1.0
0.0,-0.559,-0.454,-4.007,7.163,0.0,-1.89,27.554,5.605,0.0,2.05,7.548,7.623,0.329,1.551,-20.095,5.743,-0.43,1.0
0.0,-0.459,-0.377,-3.291,7.163,0.0,-1.886,28.114,5.605,0.0,2.086,8.317,7.638,-0.259,1.543,-19.526,5.715,0.0,1.0
0.0,-0.359,-0.301,-2.575,7.163,0.0,-1.882,28.675,5.605,0.0,2.117,9.078,7.62,-0.055,1.536,-18.955,5.715,0.0,1.0
0.0,-0.259,-0.224,-1.858,7.163,0.0,-1.878,29.235,5.605,0.0,2.148,9.839,7.62,0.052,1.528,-18.384,5.715,0.0,1.0
0.0,-0.159,-0.143,-1.142,7.163,0.0,-1.874,29.796,5.605,0.0,2.179,10.601,7.623,0.037,1.521,-17.812,5.715,0.0,1.0
0.0,-0.059,-0.055,-0.426,7.163,0.0,-1.87,30.356,5.605,0.0,2.21,11.365,7.62,-0.082,1.513,-17.24,5.715,0.0,1.0
0.0,0.041,0.038,0.29,7.163,0.0,-1.866,30.917,5.605,0.0,2.242,12.129,7.593,-0.433,1.505,-16.669,5.715,0.0,1.0
0.0,0.141,0.131,1.006,7.166,0.088,-1.862,31.477,5.605,0.0,2.273,12.888,7.526,-0.881,1.498,-16.097,5.715,0.0,1.0
0.0,0.241,0.223,1.723,7.181,0.168,-1.858,32.038,5.605,0.0,2.298,13.638,7.431,-1.094,1.491,-15.526,5.715,0.0,1.0
0.0,0.341,0.315,2.442,7.187,0.076,-1.854,32.599,5.605,0.0,2.315,14.375,7.337,-0.881,1.483,-14.954,5.715,0.0,1.0
0.0,0.441,0.407,3.162,7.187,-0.082,-1.85,33.159,5.605,0.0,2.327,15.101,7.273,-0.433,1.475,-14.383,5.718,0.018,1.0
0.0,0.541,0.499,3.881,7.184,-0.107,-1.846,33.72,5.605,0.0,2.338,15.824,7.242,-0.082,1.468,-13.811,5.715,-0.046,1.0
0.0,0.641,0.595,4.597,7.184,0.101,-1.842,34.275,5.651,0.732,2.35,16.547,7.239,0.04,1.459,-13.238,5.697,-0.259,1.0
